Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
287,,Algeria,2020-03-20,90.0,11.0
288,,Algeria,2020-03-21,139.0,15.0
289,,Algeria,2020-03-22,201.0,17.0
290,,Algeria,2020-03-23,230.0,17.0
291,,Algeria,2020-03-24,264.0,19.0
292,,Algeria,2020-03-25,302.0,21.0
293,,Algeria,2020-03-26,367.0,25.0
294,,Algeria,2020-03-27,409.0,26.0
295,,Algeria,2020-03-28,454.0,29.0
296,,Algeria,2020-03-29,511.0,31.0
297,,Algeria,2020-03-30,584.0,35.0
298,,Algeria,2020-03-31,716.0,44.0
299,,Algeria,2020-04-01,847.0,58.0
300,,Algeria,2020-04-02,986.0,86.0
301,,Algeria,2020-04-03,1171.0,105.0
302,,Algeria,2020-04-04,1251.0,130.0
303,,Algeria,2020-04-05,1320.0,152.0
304,,Algeria,2020-04-06,1423.0,173.0
305,,Algeria,2020-04-07,1468.0,193.0
306,,Algeria,2020-04-08,1572.0,205.0
307,,Algeria,2020-04-09,1666.0,235.0
308,,Algeria,2020-04-10,1761.0,256.0
309,,Algeria,2020-04-11,1825.0,275.0
310,,Algeria,2020-04-12,1914.0,293.0
311,,Algeria,2020-04-13,1983.0,313.0
312,,Algeria,2020-04-14,2070.0,326.0
313,,Algeria,2020-04-15,2160.0,336.0
314,,Algeria,2020-04-16,2268.0,348.0
315,,Algeria,2020-04-17,2418.0,364.0
316,,Algeria,2020-04-18,2534.0,367.0
317,,Algeria,2020-04-19,2629.0,375.0
318,,Algeria,2020-04-20,2718.0,384.0
319,,Algeria,2020-04-21,2811.0,392.0
343,,Andorra,2020-01-22,0.0,0.0
344,,Andorra,2020-01-23,0.0,0.0
345,,Andorra,2020-01-24,0.0,0.0
346,,Andorra,2020-01-25,0.0,0.0
347,,Andorra,2020-01-26,0.0,0.0
348,,Andorra,2020-01-27,0.0,0.0
349,,Andorra,2020-01-28,0.0,0.0
350,,Andorra,2020-01-29,0.0,0.0
351,,Andorra,2020-01-30,0.0,0.0
352,,Andorra,2020-01-31,0.0,0.0
353,,Andorra,2020-02-01,0.0,0.0
354,,Andorra,2020-02-02,0.0,0.0
355,,Andorra,2020-02-03,0.0,0.0
356,,Andorra,2020-02-04,0.0,0.0
357,,Andorra,2020-02-05,0.0,0.0
358,,Andorra,2020-02-06,0.0,0.0
359,,Andorra,2020-02-07,0.0,0.0
360,,Andorra,2020-02-08,0.0,0.0
361,,Andorra,2020-02-09,0.0,0.0
362,,Andorra,2020-02-10,0.0,0.0
363,,Andorra,2020-02-11,0.0,0.0
364,,Andorra,2020-02-12,0.0,0.0
365,,Andorra,2020-02-13,0.0,0.0
366,,Andorra,2020-02-14,0.0,0.0
367,,Andorra,2020-02-15,0.0,0.0
368,,Andorra,2020-02-16,0.0,0.0
369,,Andorra,2020-02-17,0.0,0.0
370,,Andorra,2020-02-18,0.0,0.0
371,,Andorra,2020-02-19,0.0,0.0
372,,Andorra,2020-02-20,0.0,0.0
373,,Andorra,2020-02-21,0.0,0.0
374,,Andorra,2020-02-22,0.0,0.0
375,,Andorra,2020-02-23,0.0,0.0
376,,Andorra,2020-02-24,0.0,0.0
377,,Andorra,2020-02-25,0.0,0.0
378,,Andorra,2020-02-26,0.0,0.0
379,,Andorra,2020-02-27,0.0,0.0
380,,Andorra,2020-02-28,0.0,0.0
381,,Andorra,2020-02-29,0.0,0.0
382,,Andorra,2020-03-01,0.0,0.0
383,,Andorra,2020-03-02,1.0,0.0
384,,Andorra,2020-03-03,1.0,0.0
385,,Andorra,2020-03-04,1.0,0.0
386,,Andorra,2020-03-05,1.0,0.0
387,,Andorra,2020-03-06,1.0,0.0
388,,Andorra,2020-03-07,1.0,0.0
389,,Andorra,2020-03-08,1.0,0.0
390,,Andorra,2020-03-09,1.0,0.0
391,,Andorra,2020-03-10,1.0,0.0
392,,Andorra,2020-03-11,1.0,0.0
393,,Andorra,2020-03-12,1.0,0.0
394,,Andorra,2020-03-13,1.0,0.0
395,,Andorra,2020-03-14,1.0,0.0
396,,Andorra,2020-03-15,1.0,0.0
397,,Andorra,2020-03-16,2.0,0.0
398,,Andorra,2020-03-17,39.0,0.0
399,,Andorra,2020-03-18,39.0,0.0
400,,Andorra,2020-03-19,53.0,0.0
401,,Andorra,2020-03-20,75.0,0.0
402,,Andorra,2020-03-21,88.0,0.0
403,,Andorra,2020-03-22,113.0,1.0
404,,Andorra,2020-03-23,133.0,1.0
405,,Andorra,2020-03-24,164.0,1.0
406,,Andorra,2020-03-25,188.0,1.0
407,,Andorra,2020-03-26,224.0,3.0
408,,Andorra,2020-03-27,267.0,3.0
409,,Andorra,2020-03-28,308.0,3.0
410,,Andorra,2020-03-29,334.0,6.0
411,,Andorra,2020-03-30,370.0,8.0
412,,Andorra,2020-03-31,376.0,12.0
413,,Andorra,2020-04-01,390.0,14.0
414,,Andorra,2020-04-02,428.0,15.0
415,,Andorra,2020-04-03,439.0,16.0
416,,Andorra,2020-04-04,466.0,17.0
417,,Andorra,2020-04-05,501.0,18.0
418,,Andorra,2020-04-06,525.0,21.0
419,,Andorra,2020-04-07,545.0,22.0
420,,Andorra,2020-04-08,564.0,23.0
421,,Andorra,2020-04-09,583.0,25.0
422,,Andorra,2020-04-10,601.0,26.0
423,,Andorra,2020-04-11,601.0,26.0
424,,Andorra,2020-04-12,638.0,29.0
425,,Andorra,2020-04-13,646.0,29.0
426,,Andorra,2020-04-14,659.0,31.0
427,,Andorra,2020-04-15,673.0,33.0
428,,Andorra,2020-04-16,673.0,33.0
429,,Andorra,2020-04-17,696.0,35.0
430,,Andorra,2020-04-18,704.0,35.0
431,,Andorra,2020-04-19,713.0,36.0
432,,Andorra,2020-04-20,717.0,37.0
433,,Andorra,2020-04-21,717.0,37.0
457,,Angola,2020-01-22,0.0,0.0
458,,Angola,2020-01-23,0.0,0.0
459,,Angola,2020-01-24,0.0,0.0
460,,Angola,2020-01-25,0.0,0.0
461,,Angola,2020-01-26,0.0,0.0
462,,Angola,2020-01-27,0.0,0.0
463,,Angola,2020-01-28,0.0,0.0
464,,Angola,2020-01-29,0.0,0.0
465,,Angola,2020-01-30,0.0,0.0
466,,Angola,2020-01-31,0.0,0.0
467,,Angola,2020-02-01,0.0,0.0
468,,Angola,2020-02-02,0.0,0.0
469,,Angola,2020-02-03,0.0,0.0
470,,Angola,2020-02-04,0.0,0.0
471,,Angola,2020-02-05,0.0,0.0
472,,Angola,2020-02-06,0.0,0.0
473,,Angola,2020-02-07,0.0,0.0
474,,Angola,2020-02-08,0.0,0.0
475,,Angola,2020-02-09,0.0,0.0
476,,Angola,2020-02-10,0.0,0.0
477,,Angola,2020-02-11,0.0,0.0
478,,Angola,2020-02-12,0.0,0.0
479,,Angola,2020-02-13,0.0,0.0
480,,Angola,2020-02-14,0.0,0.0
481,,Angola,2020-02-15,0.0,0.0
482,,Angola,2020-02-16,0.0,0.0
483,,Angola,2020-02-17,0.0,0.0
484,,Angola,2020-02-18,0.0,0.0
485,,Angola,2020-02-19,0.0,0.0
486,,Angola,2020-02-20,0.0,0.0
487,,Angola,2020-02-21,0.0,0.0
488,,Angola,2020-02-22,0.0,0.0
489,,Angola,2020-02-23,0.0,0.0
490,,Angola,2020-02-24,0.0,0.0
491,,Angola,2020-02-25,0.0,0.0
492,,Angola,2020-02-26,0.0,0.0
493,,Angola,2020-02-27,0.0,0.0
494,,Angola,2020-02-28,0.0,0.0
495,,Angola,2020-02-29,0.0,0.0
496,,Angola,2020-03-01,0.0,0.0
497,,Angola,2020-03-02,0.0,0.0
498,,Angola,2020-03-03,0.0,0.0
499,,Angola,2020-03-04,0.0,0.0
500,,Angola,2020-03-05,0.0,0.0
501,,Angola,2020-03-06,0.0,0.0
502,,Angola,2020-03-07,0.0,0.0
503,,Angola,2020-03-08,0.0,0.0
504,,Angola,2020-03-09,0.0,0.0
505,,Angola,2020-03-10,0.0,0.0
506,,Angola,2020-03-11,0.0,0.0
507,,Angola,2020-03-12,0.0,0.0
508,,Angola,2020-03-13,0.0,0.0
509,,Angola,2020-03-14,0.0,0.0
510,,Angola,2020-03-15,0.0,0.0
511,,Angola,2020-03-16,0.0,0.0
512,,Angola,2020-03-17,0.0,0.0
513,,Angola,2020-03-18,0.0,0.0
514,,Angola,2020-03-19,0.0,0.0
515,,Angola,2020-03-20,1.0,0.0
516,,Angola,2020-03-21,2.0,0.0
517,,Angola,2020-03-22,2.0,0.0
518,,Angola,2020-03-23,3.0,0.0
519,,Angola,2020-03-24,3.0,0.0
520,,Angola,2020-03-25,3.0,0.0
521,,Angola,2020-03-26,4.0,0.0
522,,Angola,2020-03-27,4.0,0.0
523,,Angola,2020-03-28,5.0,0.0
524,,Angola,2020-03-29,7.0,2.0
525,,Angola,2020-03-30,7.0,2.0
526,,Angola,2020-03-31,7.0,2.0
527,,Angola,2020-04-01,8.0,2.0
528,,Angola,2020-04-02,8.0,2.0
529,,Angola,2020-04-03,8.0,2.0
530,,Angola,2020-04-04,10.0,2.0
531,,Angola,2020-04-05,14.0,2.0
532,,Angola,2020-04-06,16.0,2.0
533,,Angola,2020-04-07,17.0,2.0
534,,Angola,2020-04-08,19.0,2.0
535,,Angola,2020-04-09,19.0,2.0
536,,Angola,2020-04-10,19.0,2.0
537,,Angola,2020-04-11,19.0,2.0
538,,Angola,2020-04-12,19.0,2.0
539,,Angola,2020-04-13,19.0,2.0
540,,Angola,2020-04-14,19.0,2.0
541,,Angola,2020-04-15,19.0,2.0
542,,Angola,2020-04-16,19.0,2.0
543,,Angola,2020-04-17,19.0,2.0
544,,Angola,2020-04-18,24.0,2.0
545,,Angola,2020-04-19,24.0,2.0
546,,Angola,2020-04-20,24.0,2.0
547,,Angola,2020-04-21,24.0,2.0
571,,Antigua and Barbuda,2020-01-22,0.0,0.0
572,,Antigua and Barbuda,2020-01-23,0.0,0.0
573,,Antigua and Barbuda,2020-01-24,0.0,0.0
574,,Antigua and Barbuda,2020-01-25,0.0,0.0
575,,Antigua and Barbuda,2020-01-26,0.0,0.0
576,,Antigua and Barbuda,2020-01-27,0.0,0.0
577,,Antigua and Barbuda,2020-01-28,0.0,0.0
578,,Antigua and Barbuda,2020-01-29,0.0,0.0
579,,Antigua and Barbuda,2020-01-30,0.0,0.0
580,,Antigua and Barbuda,2020-01-31,0.0,0.0
581,,Antigua and Barbuda,2020-02-01,0.0,0.0
582,,Antigua and Barbuda,2020-02-02,0.0,0.0
583,,Antigua and Barbuda,2020-02-03,0.0,0.0
584,,Antigua and Barbuda,2020-02-04,0.0,0.0
585,,Antigua and Barbuda,2020-02-05,0.0,0.0
586,,Antigua and Barbuda,2020-02-06,0.0,0.0
587,,Antigua and Barbuda,2020-02-07,0.0,0.0
588,,Antigua and Barbuda,2020-02-08,0.0,0.0
589,,Antigua and Barbuda,2020-02-09,0.0,0.0
590,,Antigua and Barbuda,2020-02-10,0.0,0.0
591,,Antigua and Barbuda,2020-02-11,0.0,0.0
592,,Antigua and Barbuda,2020-02-12,0.0,0.0
593,,Antigua and Barbuda,2020-02-13,0.0,0.0
594,,Antigua and Barbuda,2020-02-14,0.0,0.0
595,,Antigua and Barbuda,2020-02-15,0.0,0.0
596,,Antigua and Barbuda,2020-02-16,0.0,0.0
597,,Antigua and Barbuda,2020-02-17,0.0,0.0
598,,Antigua and Barbuda,2020-02-18,0.0,0.0
599,,Antigua and Barbuda,2020-02-19,0.0,0.0
600,,Antigua and Barbuda,2020-02-20,0.0,0.0
601,,Antigua and Barbuda,2020-02-21,0.0,0.0
602,,Antigua and Barbuda,2020-02-22,0.0,0.0
603,,Antigua and Barbuda,2020-02-23,0.0,0.0
604,,Antigua and Barbuda,2020-02-24,0.0,0.0
605,,Antigua and Barbuda,2020-02-25,0.0,0.0
606,,Antigua and Barbuda,2020-02-26,0.0,0.0
607,,Antigua and Barbuda,2020-02-27,0.0,0.0
608,,Antigua and Barbuda,2020-02-28,0.0,0.0
609,,Antigua and Barbuda,2020-02-29,0.0,0.0
610,,Antigua and Barbuda,2020-03-01,0.0,0.0
611,,Antigua and Barbuda,2020-03-02,0.0,0.0
612,,Antigua and Barbuda,2020-03-03,0.0,0.0
613,,Antigua and Barbuda,2020-03-04,0.0,0.0
614,,Antigua and Barbuda,2020-03-05,0.0,0.0
615,,Antigua and Barbuda,2020-03-06,0.0,0.0
616,,Antigua and Barbuda,2020-03-07,0.0,0.0
617,,Antigua and Barbuda,2020-03-08,0.0,0.0
618,,Antigua and Barbuda,2020-03-09,0.0,0.0
619,,Antigua and Barbuda,2020-03-10,0.0,0.0
620,,Antigua and Barbuda,2020-03-11,0.0,0.0
621,,Antigua and Barbuda,2020-03-12,0.0,0.0
622,,Antigua and Barbuda,2020-03-13,1.0,0.0
623,,Antigua and Barbuda,2020-03-14,1.0,0.0
624,,Antigua and Barbuda,2020-03-15,1.0,0.0
625,,Antigua and Barbuda,2020-03-16,1.0,0.0
626,,Antigua and Barbuda,2020-03-17,1.0,0.0
627,,Antigua and Barbuda,2020-03-18,1.0,0.0
628,,Antigua and Barbuda,2020-03-19,1.0,0.0
629,,Antigua and Barbuda,2020-03-20,1.0,0.0
630,,Antigua and Barbuda,2020-03-21,1.0,0.0
631,,Antigua and Barbuda,2020-03-22,1.0,0.0
632,,Antigua and Barbuda,2020-03-23,3.0,0.0
633,,Antigua and Barbuda,2020-03-24,3.0,0.0
634,,Antigua and Barbuda,2020-03-25,3.0,0.0
635,,Antigua and Barbuda,2020-03-26,7.0,0.0
636,,Antigua and Barbuda,2020-03-27,7.0,0.0
637,,Antigua and Barbuda,2020-03-28,7.0,0.0
638,,Antigua and Barbuda,2020-03-29,7.0,0.0
639,,Antigua and Barbuda,2020-03-30,7.0,0.0
640,,Antigua and Barbuda,2020-03-31,7.0,0.0
641,,Antigua and Barbuda,2020-04-01,7.0,0.0
642,,Antigua and Barbuda,2020-04-02,9.0,0.0
643,,Antigua and Barbuda,2020-04-03,15.0,0.0
644,,Antigua and Barbuda,2020-04-04,15.0,0.0
645,,Antigua and Barbuda,2020-04-05,15.0,0.0
646,,Antigua and Barbuda,2020-04-06,15.0,0.0
647,,Antigua and Barbuda,2020-04-07,19.0,1.0
648,,Antigua and Barbuda,2020-04-08,19.0,2.0
649,,Antigua and Barbuda,2020-04-09,19.0,2.0
650,,Antigua and Barbuda,2020-04-10,19.0,2.0
651,,Antigua and Barbuda,2020-04-11,21.0,2.0
652,,Antigua and Barbuda,2020-04-12,21.0,2.0
653,,Antigua and Barbuda,2020-04-13,23.0,2.0
654,,Antigua and Barbuda,2020-04-14,23.0,2.0
655,,Antigua and Barbuda,2020-04-15,23.0,2.0
656,,Antigua and Barbuda,2020-04-16,23.0,3.0
657,,Antigua and Barbuda,2020-04-17,23.0,3.0
658,,Antigua and Barbuda,2020-04-18,23.0,3.0
659,,Antigua and Barbuda,2020-04-19,23.0,3.0
660,,Antigua and Barbuda,2020-04-20,23.0,3.0
661,,Antigua and Barbuda,2020-04-21,23.0,3.0
685,,Argentina,2020-01-22,0.0,0.0
686,,Argentina,2020-01-23,0.0,0.0
687,,Argentina,2020-01-24,0.0,0.0
688,,Argentina,2020-01-25,0.0,0.0
689,,Argentina,2020-01-26,0.0,0.0
690,,Argentina,2020-01-27,0.0,0.0
691,,Argentina,2020-01-28,0.0,0.0
692,,Argentina,2020-01-29,0.0,0.0
693,,Argentina,2020-01-30,0.0,0.0
694,,Argentina,2020-01-31,0.0,0.0
695,,Argentina,2020-02-01,0.0,0.0
696,,Argentina,2020-02-02,0.0,0.0
697,,Argentina,2020-02-03,0.0,0.0
698,,Argentina,2020-02-04,0.0,0.0
699,,Argentina,2020-02-05,0.0,0.0
700,,Argentina,2020-02-06,0.0,0.0
701,,Argentina,2020-02-07,0.0,0.0
702,,Argentina,2020-02-08,0.0,0.0
703,,Argentina,2020-02-09,0.0,0.0
704,,Argentina,2020-02-10,0.0,0.0
705,,Argentina,2020-02-11,0.0,0.0
706,,Argentina,2020-02-12,0.0,0.0
707,,Argentina,2020-02-13,0.0,0.0
708,,Argentina,2020-02-14,0.0,0.0
709,,Argentina,2020-02-15,0.0,0.0
710,,Argentina,2020-02-16,0.0,0.0
711,,Argentina,2020-02-17,0.0,0.0
712,,Argentina,2020-02-18,0.0,0.0
713,,Argentina,2020-02-19,0.0,0.0
714,,Argentina,2020-02-20,0.0,0.0
715,,Argentina,2020-02-21,0.0,0.0
716,,Argentina,2020-02-22,0.0,0.0
717,,Argentina,2020-02-23,0.0,0.0
718,,Argentina,2020-02-24,0.0,0.0
719,,Argentina,2020-02-25,0.0,0.0
